5.3148	4.58197	3.27099
5.30909	4.68181	3.27099
5.30339	4.78165	3.27099
5.29768	4.88148	3.27099
5.29198	4.98132	3.27099
5.28627	5.08116	3.27099
5.28056	5.18099	3.27099
5.27486	5.28083	3.27099
5.26915	5.38067	3.27099
5.26345	5.48051	3.27099
5.25774	5.58034	3.27099
5.25204	5.68018	3.27099
5.24633	5.78002	3.27099
5.24062	5.87985	3.27099
5.23492	5.97969	3.27099
5.22921	6.07953	3.27099
5.22351	6.17937	3.27099
5.2178	6.2792	6.13363
5.20712	6.3786	6.8365
5.19521	6.47789	6.94841
5.18312	6.57715	7.14121
5.17069	6.67638	7.14121
5.15825	6.7756	6.62769
5.14671	6.87492	7.54879
5.13358	6.97404	9.66127
5.11684	7.07239	14.3483
5.09206	7.16926	14.658
5.06676	7.26596	20.4376
5.03185	7.35966	21.2615
4.99558	7.45285	23.0001
4.95655	7.54481	29.9071
4.9067	7.63148	36.5123
4.84722	7.71182	41.9192
4.78104	7.78553	51.4776
4.7029	7.84773	59.3467
4.6169	7.8987	54.6538
4.53534	7.95655	60.0906
4.44882	8.00632	69.4434
4.35535	8.04138	73.8621
4.25929	8.06917	75.0409
4.1627	8.09498	75.817
4.06575	8.11948	75.5469
3.96891	8.14444	77.2229
3.87147	8.16654	80.4644
3.77285	8.1831	80.4644
3.67423	8.19967	80.1886
3.5757	8.21671	80.1849
3.47716	8.23376	83.3602
3.37788	8.24531	88.2175
3.27794	8.24842	87.5743
3.17803	8.25266	87.1905
3.07815	8.25756	87.0372
2.97828	8.26273	88.6003
2.87836	8.26517	91.3063
2.77839	8.26289	93.92
2.67866	8.25605	94.7674
2.579	8.24774	94.7674
2.47935	8.23943	94.7674
2.37969	8.23112	92.1482
2.27978	8.22737	93.1572
2.17995	8.22187	94.078
2.08021	8.21475	93.3943
1.98038	8.20883	93.3943
1.88056	8.20291	93.3943
1.78074	8.19699	93.6345
1.68094	8.19065	94.8226
1.58129	8.18225	94.8226
1.48165	8.17384	94.8226
1.382	8.16543	94.8226
1.28236	8.15702	94.7937
1.18271	8.14867	94.5389
1.08302	8.14075	94.5389
0.983334	8.13284	95.1585
0.883755	8.12385	96.788
0.784456	8.11203	96.7401
0.685147	8.1003	96.4492
0.585782	8.08906	98.695
0.486943	8.07395	99.4903
0.388314	8.05746	100.576
0.290012	8.03911	120.043
0.212955	7.99454	161.173
0.180716	7.89999	160.722
0.147725	7.80566	157.366
0.10924	7.71336	155.762
0.0681893	7.62218	154.602
0.0253207	7.53189	147.086
-0.0290108	7.44796	140.713
-0.0923174	7.37058	136.95
-0.160551	7.29753	129.706
-0.237366	7.23375	122.971
-0.321165	7.17938	117.579
-0.409777	7.1331	115.136
-0.500307	7.09062	113.976
-0.591677	7.04999	113.378
-0.683468	7.01031	112.772
-0.775658	6.97161	108.673
-0.870336	6.93961	106.684
-0.966126	6.9109	112.12
-1.05872	6.87327	114.728
-1.14955	6.83144	124.646
-1.23139	6.77489	126.124
-1.31215	6.71594	131.495
-1.38703	6.6497	137.104
-1.45494	6.57661	143.125
-1.51494	6.49664	140.804
-1.57812	6.41915	138.573
-1.64428	6.34418	139.98
-1.7085	6.26769	141.441
-1.77082	6.18951	140.153
-1.8349	6.11274	153.27
-1.87973	6.02372	159.306
-1.91506	5.93018	159.375
-1.95028	5.8366	172.529
-1.96324	5.73778	174.132
-1.97347	5.6383	178.539
-1.97601	5.53843	180.438
-1.97525	5.43847	185.788
-1.96516	5.33898	186.614
-1.95365	5.23966	194.787
-1.92821	5.14328	209.238
-1.8794	5.05609	206.185
-1.83528	4.96636	210.79
-1.78411	4.88049	218.115
-1.7226	4.80208	224.313
-1.65274	4.73053	231.338
-1.57506	4.66838	243.264
-1.48582	4.62343	248.206
-1.39299	4.58631	249.072
-1.2996	4.5506	246.643
-1.20779	4.51095	250.896
-1.11333	4.47823	251.264
-1.01863	4.44611	247.105
-0.926511	4.40721	246.984
-0.834474	4.36811	250.917
-0.73997	4.33541	247.045
-0.647946	4.29644	245.756
-0.556766	4.25538	245.774
-0.465573	4.21434	246.515
-0.373857	4.17449	246.515
-0.28214	4.13464	245.795
-0.190963	4.09365	232.562
-0.1116	4.03289	227.311
-0.0383595	3.96533	218.806
0.0243086	3.88741	217.77
0.0855404	3.80838	215.545
0.143673	3.72702	214.253
0.199958	3.64436	214.253
0.256243	3.56171	210.52
0.307011	3.47559	213.033
0.361494	3.3918	214.077
0.417524	3.30897	213.524
0.472751	3.22561	212.943
0.527131	3.14168	213.144
0.581791	3.05798	207.135
0.627372	2.96904	204.312
0.668488	2.87803	195.038
0.694416	2.78152	184.293
0.701882	2.68207	180.289
0.702388	2.58208	180.283
0.702881	2.48209	174.119
0.692649	2.38276	166.833
0.669881	2.28544	157.723
0.632052	2.1931	146.436
0.576868	2.10992	135.212
0.506427	2.03896	133.107
0.433458	1.97066	129.289
0.356062	1.90733	127.889
0.277162	1.84594	127.207
0.197521	1.78547	125.208
0.115964	1.72792	118.001
0.0276826	1.68098	115.459
-0.0626065	1.63799	113.945
-0.153997	1.59741	113.421
-0.245743	1.55767	111.696
-0.338657	1.5207	113.774
-0.430116	1.48041	116.354
-0.519722	1.43602	120.075
-0.606136	1.38598	132.714
-0.679308	1.31842	135.119
-0.749868	1.24757	133.827
-0.822011	1.17832	137.908
-0.888827	1.10435	148.685
-0.940722	1.01905	156.823
-0.980079	0.927121	157.132
-1.01894	0.834983	157.749
-1.05681	0.742429	172.714
-1.06945	0.643496	177.711
-1.07345	0.543577	186.267
-1.06259	0.444673	200.759
-1.02717	0.351237	212.895
-0.972868	0.267282	218.286
-0.911247	0.189218	234.425
-0.831712	0.132328	252.819
-0.736174	0.10279	252.819
-0.640637	0.0732511	252.819
